subject,body,labels,is_job,text
Upcoming Payment Reminder,"Dear Customer, This is a friendly reminder that your monthly subscription payment is due in 3 days. Please ensure that your payment method is up to date to avoid any service interruptions. Thank you for your continued support. Best regards, Accounts Team",['Finance & Bills'],0,"Upcoming Payment Reminder Dear Customer, This is a friendly reminder that your monthly subscription payment is due in 3 days. Please ensure that your payment method is up to date to avoid any service interruptions. Thank you for your continued support. Best regards, Accounts Team"
Reminder: Upcoming Payment Due,"Dear Customer, This is a friendly reminder that your payment for invoice #123456 is due in 3 days. Please ensure the payment is made on time to avoid any late fees. If you have any questions or need assistance, feel free to contact our customer support team. Thank you for your prompt attention to this matter.",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear Customer, This is a friendly reminder that your payment for invoice #123456 is due in 3 days. Please ensure the payment is made on time to avoid any late fees. If you have any questions or need assistance, feel free to contact our customer support team. Thank you for your prompt attention to this matter."
Important Update: Payment Reminder,"Dear valued customer, This is a friendly reminder that your payment for invoice #12345 is due on Friday, September 24th. Please ensure timely payment to avoid any late fees. Thank you for your prompt attention to this matter. If you have already made the payment, please disregard this notice. Should you have any questions or need assistance, feel free to reach out to our customer support team. We appreciate your business! Sincerely, [Company Name]",['Finance & Bills'],0,"Important Update: Payment Reminder Dear valued customer, This is a friendly reminder that your payment for invoice #12345 is due on Friday, September 24th. Please ensure timely payment to avoid any late fees. Thank you for your prompt attention to this matter. If you have already made the payment, please disregard this notice. Should you have any questions or need assistance, feel free to reach out to our customer support team. We appreciate your business! Sincerely, [Company Name]"
Confirmation of Flight Booking,"Dear [Name],
Thank you for booking your flight with us. We are pleased to confirm your reservation for the following itinerary:
- Flight: ABC123
- Departure: [Departure Date & Time]
- Arrival: [Arrival Date & Time]
Please ensure you arrive at the airport at least 2 hours prior to departure. Safe travels!
Best regards,
The Airlines Team",['Travel & Bookings'],0,"Confirmation of Flight Booking Dear [Name],
Thank you for booking your flight with us. We are pleased to confirm your reservation for the following itinerary:
- Flight: ABC123
- Departure: [Departure Date & Time]
- Arrival: [Arrival Date & Time]
Please ensure you arrive at the airport at least 2 hours prior to departure. Safe travels!
Best regards,
The Airlines Team"
Confirmation of Your Flight Booking,"Dear [Name],

We are pleased to inform you that your flight booking from New York to London on July 15th has been successfully confirmed. Your itinerary details are attached to this email for your reference. Please ensure you arrive at the airport at least 2 hours prior to departure. If you have any questions or need assistance, feel free to contact our customer support team.

Safe travels!

Best regards,
The Travel Agency Team",['Travel & Bookings'],0,"Confirmation of Your Flight Booking Dear [Name],

We are pleased to inform you that your flight booking from New York to London on July 15th has been successfully confirmed. Your itinerary details are attached to this email for your reference. Please ensure you arrive at the airport at least 2 hours prior to departure. If you have any questions or need assistance, feel free to contact our customer support team.

Safe travels!

Best regards,
The Travel Agency Team"
Reminder: Payment due for your electricity bill,"Dear valued customer, This is a friendly reminder that your electricity bill for the month of October is due next week. Please ensure that the payment is made on time to avoid any disruptions to your service. You can easily make the payment online through our secure portal or visit our nearest branch. Thank you for being a loyal customer and for your prompt attention to this matter.",['Finance & Bills'],0,"Reminder: Payment due for your electricity bill Dear valued customer, This is a friendly reminder that your electricity bill for the month of October is due next week. Please ensure that the payment is made on time to avoid any disruptions to your service. You can easily make the payment online through our secure portal or visit our nearest branch. Thank you for being a loyal customer and for your prompt attention to this matter."
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for submitting your application for the Software Engineer position at our company. We have carefully reviewed your qualifications and experience and are impressed with your background. We would like to invite you for an interview to further discuss your application. Please let us know your availability for next week so we can schedule a meeting. We look forward to meeting you in person. Best regards, Hiring Manager",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for submitting your application for the Software Engineer position at our company. We have carefully reviewed your qualifications and experience and are impressed with your background. We would like to invite you for an interview to further discuss your application. Please let us know your availability for next week so we can schedule a meeting. We look forward to meeting you in person. Best regards, Hiring Manager"
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for applying for the position of Marketing Specialist at our company. We appreciate your interest in joining our team. We have received your application and are currently reviewing all candidates. We will notify you once we have made a decision. In the meantime, feel free to reach out if you have any questions. Best regards, [Company Name]",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for applying for the position of Marketing Specialist at our company. We appreciate your interest in joining our team. We have received your application and are currently reviewing all candidates. We will notify you once we have made a decision. In the meantime, feel free to reach out if you have any questions. Best regards, [Company Name]"
Confirmation of Your Flight Booking,"Dear [Name],
We are pleased to inform you that your flight booking for your upcoming trip to Paris on June 15th has been confirmed. Your flight details are as follows:
Flight: ABC123
Departure: June 15th, 10:00 AM
Arrival: June 15th, 2:00 PM
Please ensure you arrive at the airport at least 2 hours before your departure time. If you have any questions or need assistance, feel free to contact us. We look forward to welcoming you on board!
Safe travels,
The Travel Agency Team",['Travel & Bookings'],0,"Confirmation of Your Flight Booking Dear [Name],
We are pleased to inform you that your flight booking for your upcoming trip to Paris on June 15th has been confirmed. Your flight details are as follows:
Flight: ABC123
Departure: June 15th, 10:00 AM
Arrival: June 15th, 2:00 PM
Please ensure you arrive at the airport at least 2 hours before your departure time. If you have any questions or need assistance, feel free to contact us. We look forward to welcoming you on board!
Safe travels,
The Travel Agency Team"
Reminder: Upcoming Payment Due,"Dear Customer, This is a friendly reminder that your payment for the recent purchase is due on July 15th. Please ensure that the payment is made on time to avoid any late fees. If you have already made the payment, please disregard this message. Thank you for your cooperation. Best regards, Finance Department",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear Customer, This is a friendly reminder that your payment for the recent purchase is due on July 15th. Please ensure that the payment is made on time to avoid any late fees. If you have already made the payment, please disregard this message. Thank you for your cooperation. Best regards, Finance Department"
Important Information Regarding Your Account,"Dear Customer, We would like to inform you that there have been some recent changes to our account security measures. To ensure the safety and privacy of your account, we recommend updating your password and enabling two-factor authentication. Your security is our top priority, and we appreciate your cooperation in this matter. If you have any questions or concerns, please do not hesitate to contact our support team. Best regards, Account Security Team",['Finance & Bills'],0,"Important Information Regarding Your Account Dear Customer, We would like to inform you that there have been some recent changes to our account security measures. To ensure the safety and privacy of your account, we recommend updating your password and enabling two-factor authentication. Your security is our top priority, and we appreciate your cooperation in this matter. If you have any questions or concerns, please do not hesitate to contact our support team. Best regards, Account Security Team"
Important Update: Your Monthly Statement,"Dear [Name], We hope this email finds you well. We would like to inform you that your monthly statement for the current billing period is now available. Please review the statement attached to this email for details on your latest transactions and outstanding balance. Should you have any questions or require further assistance, feel free to contact our customer support team. Thank you for choosing our services. Regards, [Company Name]",['Finance & Bills'],0,"Important Update: Your Monthly Statement Dear [Name], We hope this email finds you well. We would like to inform you that your monthly statement for the current billing period is now available. Please review the statement attached to this email for details on your latest transactions and outstanding balance. Should you have any questions or require further assistance, feel free to contact our customer support team. Thank you for choosing our services. Regards, [Company Name]"
Upcoming Payment Reminder,"Dear Customer, This is a friendly reminder that your monthly subscription payment is due next week. Please ensure that you have sufficient funds in your account to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Regards, Billing Team",['Finance & Bills'],0,"Upcoming Payment Reminder Dear Customer, This is a friendly reminder that your monthly subscription payment is due next week. Please ensure that you have sufficient funds in your account to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Regards, Billing Team"
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for applying for the Software Engineer position at our company. We appreciate your interest in joining our team. We have received your application and are currently reviewing it. We will reach out to you if your qualifications match our requirements for the role. In the meantime, feel free to reach out if you have any questions or need further information. Best regards, [Company Name]",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for applying for the Software Engineer position at our company. We appreciate your interest in joining our team. We have received your application and are currently reviewing it. We will reach out to you if your qualifications match our requirements for the role. In the meantime, feel free to reach out if you have any questions or need further information. Best regards, [Company Name]"
Important Update: Payment Confirmation,"Dear [Name], We are writing to confirm that we have received your recent payment of $200 for your monthly subscription. Thank you for your prompt payment. If you have any questions or concerns regarding your account, please do not hesitate to contact our customer service team. Regards, [Company Name]",['Finance & Bills'],0,"Important Update: Payment Confirmation Dear [Name], We are writing to confirm that we have received your recent payment of $200 for your monthly subscription. Thank you for your prompt payment. If you have any questions or concerns regarding your account, please do not hesitate to contact our customer service team. Regards, [Company Name]"
Regarding your recent job application,"Dear [Applicant Name], Thank you for applying for the Marketing Specialist position at ABC Company. We have received your application and would like to inform you that the selection process is currently underway. We appreciate your interest in joining our team and will reach out to you for the next steps soon. If you have any questions in the meantime, feel free to reach out. Best regards, Hiring Team",['Job Application'],1,"Regarding your recent job application Dear [Applicant Name], Thank you for applying for the Marketing Specialist position at ABC Company. We have received your application and would like to inform you that the selection process is currently underway. We appreciate your interest in joining our team and will reach out to you for the next steps soon. If you have any questions in the meantime, feel free to reach out. Best regards, Hiring Team"
Travel Itinerary Confirmation,"Dear [Recipient],

We are excited to confirm your upcoming travel itinerary for your trip to Paris. Your flight is scheduled for [date] at [time] from [airport], and your hotel reservation has been successfully secured at [hotel name]. Please review the attached itinerary for further details. Should you have any questions or require assistance, feel free to contact us. We wish you a pleasant journey!

Warm regards,
The Travel Agency Team",['Travel & Bookings'],0,"Travel Itinerary Confirmation Dear [Recipient],

We are excited to confirm your upcoming travel itinerary for your trip to Paris. Your flight is scheduled for [date] at [time] from [airport], and your hotel reservation has been successfully secured at [hotel name]. Please review the attached itinerary for further details. Should you have any questions or require assistance, feel free to contact us. We wish you a pleasant journey!

Warm regards,
The Travel Agency Team"
Reminder: Payment Due for Your Monthly Subscription,"Dear valued customer, We hope this email finds you well. This is a friendly reminder that the payment for your monthly subscription is due in 3 days. To avoid any service interruptions, please ensure that your payment is processed on time. Thank you for being a loyal subscriber and for your continued support. If you have any questions or concerns, please don't hesitate to contact our customer support team. We appreciate your prompt attention to this matter. Sincerely, The Subscription Service Team",['Finance & Bills'],0,"Reminder: Payment Due for Your Monthly Subscription Dear valued customer, We hope this email finds you well. This is a friendly reminder that the payment for your monthly subscription is due in 3 days. To avoid any service interruptions, please ensure that your payment is processed on time. Thank you for being a loyal subscriber and for your continued support. If you have any questions or concerns, please don't hesitate to contact our customer support team. We appreciate your prompt attention to this matter. Sincerely, The Subscription Service Team"
Important Update: Your Flight Itinerary,"Dear [Recipient],

We are writing to inform you that there has been a slight change in your upcoming flight itinerary. Your departure time has been rescheduled to 1 hour earlier due to air traffic congestion. Please arrive at the airport accordingly to avoid any inconvenience. We apologize for any inconvenience this may cause and appreciate your understanding in this matter.

Thank you,
The Travel Airlines Team",['Travel & Bookings'],0,"Important Update: Your Flight Itinerary Dear [Recipient],

We are writing to inform you that there has been a slight change in your upcoming flight itinerary. Your departure time has been rescheduled to 1 hour earlier due to air traffic congestion. Please arrive at the airport accordingly to avoid any inconvenience. We apologize for any inconvenience this may cause and appreciate your understanding in this matter.

Thank you,
The Travel Airlines Team"
Important Update: Delivery Schedule Changes,"Dear Customer, We wanted to inform you that there have been some changes to our delivery schedule due to unforeseen circumstances. We apologize for any inconvenience this may cause and are working to ensure minimal disruption to your orders. Please check your email for further updates and do not hesitate to reach out if you have any questions or concerns. Thank you for your understanding.","['Personal', 'Finance & Bills']",0,"Important Update: Delivery Schedule Changes Dear Customer, We wanted to inform you that there have been some changes to our delivery schedule due to unforeseen circumstances. We apologize for any inconvenience this may cause and are working to ensure minimal disruption to your orders. Please check your email for further updates and do not hesitate to reach out if you have any questions or concerns. Thank you for your understanding."
Confirmation of Flight Booking,"Dear [Name], We are delighted to confirm your flight booking from New York to London on June 15th. Your flight details are as follows: Flight number: AB1234 Departure time: 10:00 AM Arrival time: 3:00 PM Seat: 12A Please ensure you arrive at the airport at least 2 hours before departure. If you have any questions or need assistance, feel free to contact us. We look forward to welcoming you on board! Safe travels, The Airline Team",['Travel & Bookings'],0,"Confirmation of Flight Booking Dear [Name], We are delighted to confirm your flight booking from New York to London on June 15th. Your flight details are as follows: Flight number: AB1234 Departure time: 10:00 AM Arrival time: 3:00 PM Seat: 12A Please ensure you arrive at the airport at least 2 hours before departure. If you have any questions or need assistance, feel free to contact us. We look forward to welcoming you on board! Safe travels, The Airline Team"
Reminder: Upcoming Payment Due,"Dear Customer, This is a friendly reminder that your payment for the previous month's invoice is due in 3 days. Please ensure that the payment is processed on time to avoid any late fees. If you have any questions or concerns regarding the invoice, feel free to contact our customer support team. Thank you for your prompt attention to this matter. Best regards, Accounts Receivable Team",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear Customer, This is a friendly reminder that your payment for the previous month's invoice is due in 3 days. Please ensure that the payment is processed on time to avoid any late fees. If you have any questions or concerns regarding the invoice, feel free to contact our customer support team. Thank you for your prompt attention to this matter. Best regards, Accounts Receivable Team"
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for applying for the Software Engineer position at our company. We appreciate your interest in joining our team. We have received your application and will review it carefully. Our hiring team will be in touch with you soon to discuss the next steps in the recruitment process. We wish you the best of luck and thank you for considering a career with us. Best regards, [Company Name]",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for applying for the Software Engineer position at our company. We appreciate your interest in joining our team. We have received your application and will review it carefully. Our hiring team will be in touch with you soon to discuss the next steps in the recruitment process. We wish you the best of luck and thank you for considering a career with us. Best regards, [Company Name]"
Reminder: Payment Due for Your Electricity Bill,"Dear Customer, This is a friendly reminder that your electricity bill for the month of October is due on November 15th. Please ensure timely payment to avoid any late fees or service interruptions. You can easily pay online through our website or visit our nearest payment center. Thank you for being our valued customer. Best regards, Utility Company",['Finance & Bills'],0,"Reminder: Payment Due for Your Electricity Bill Dear Customer, This is a friendly reminder that your electricity bill for the month of October is due on November 15th. Please ensure timely payment to avoid any late fees or service interruptions. You can easily pay online through our website or visit our nearest payment center. Thank you for being our valued customer. Best regards, Utility Company"
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for applying for the Marketing Coordinator position at our company. We have received your application and are currently reviewing it. We will notify you of the next steps in the hiring process within the next two weeks. In the meantime, if you have any questions, feel free to reach out to us. Best regards, [Company Name] HR Team",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for applying for the Marketing Coordinator position at our company. We have received your application and are currently reviewing it. We will notify you of the next steps in the hiring process within the next two weeks. In the meantime, if you have any questions, feel free to reach out to us. Best regards, [Company Name] HR Team"
Important Update: Your upcoming flight itinerary,"Dear [Recipient], This email is to inform you about a change in your upcoming flight itinerary. Your flight has been rescheduled to depart one hour earlier due to unforeseen circumstances. Please review the updated details attached to this email and contact us if you have any concerns or need further assistance. We apologize for any inconvenience this may cause and appreciate your understanding. Sincerely, [Airline Name]",['Travel & Bookings'],0,"Important Update: Your upcoming flight itinerary Dear [Recipient], This email is to inform you about a change in your upcoming flight itinerary. Your flight has been rescheduled to depart one hour earlier due to unforeseen circumstances. Please review the updated details attached to this email and contact us if you have any concerns or need further assistance. We apologize for any inconvenience this may cause and appreciate your understanding. Sincerely, [Airline Name]"
Important Update: Delivery Schedule Change,"Dear Customer, We are writing to inform you that due to unforeseen circumstances, there has been a change in the delivery schedule for your recent order. Your package will now be arriving a day later than originally planned. We apologize for any inconvenience this may cause and appreciate your understanding. If you have any questions or concerns, please do not hesitate to contact our customer service team. Thank you for your patience and continued support. Sincerely, The Delivery Team","['Personal', 'Finance & Bills']",0,"Important Update: Delivery Schedule Change Dear Customer, We are writing to inform you that due to unforeseen circumstances, there has been a change in the delivery schedule for your recent order. Your package will now be arriving a day later than originally planned. We apologize for any inconvenience this may cause and appreciate your understanding. If you have any questions or concerns, please do not hesitate to contact our customer service team. Thank you for your patience and continued support. Sincerely, The Delivery Team"
Upcoming Payment Reminder,"Dear customer, we would like to remind you that your payment for invoice #12345 is due in 3 days. Please ensure timely payment to avoid any late fees. If you have already made the payment, please disregard this message. Thank you for your cooperation.",['Finance & Bills'],0,"Upcoming Payment Reminder Dear customer, we would like to remind you that your payment for invoice #12345 is due in 3 days. Please ensure timely payment to avoid any late fees. If you have already made the payment, please disregard this message. Thank you for your cooperation."
Upcoming Travel Plans,"Dear all, I hope this email finds you well. I wanted to inform you that I will be traveling to New York for a business trip next week. During my absence, please direct any urgent matters to my colleague, Sarah. I will be reachable via email for non-urgent issues. Thank you for your understanding and cooperation. Best regards, Emily","['Personal', 'Travel & Bookings']",0,"Upcoming Travel Plans Dear all, I hope this email finds you well. I wanted to inform you that I will be traveling to New York for a business trip next week. During my absence, please direct any urgent matters to my colleague, Sarah. I will be reachable via email for non-urgent issues. Thank you for your understanding and cooperation. Best regards, Emily"
Confirmation of Flight Booking,"Dear [Name],
We are pleased to confirm your flight booking from New York to Los Angeles on June 15th, 2022. Your itinerary details are as follows: Flight AA123, Departure: 10:00 AM, Arrival: 1:00 PM. Please arrive at the airport at least 2 hours before departure. Should you require any assistance or changes to your booking, feel free to contact us. We look forward to welcoming you on board!
Best regards,
The Airline Team",['Travel & Bookings'],0,"Confirmation of Flight Booking Dear [Name],
We are pleased to confirm your flight booking from New York to Los Angeles on June 15th, 2022. Your itinerary details are as follows: Flight AA123, Departure: 10:00 AM, Arrival: 1:00 PM. Please arrive at the airport at least 2 hours before departure. Should you require any assistance or changes to your booking, feel free to contact us. We look forward to welcoming you on board!
Best regards,
The Airline Team"
Confirmation of Your Flight Booking,"Dear John, We are pleased to confirm your flight booking from New York to Los Angeles on August 15th, 2022, at 10:00 AM. Your booking reference number is XY1234. Please make sure to arrive at the airport at least 2 hours before departure for check-in. If you have any questions or need further assistance, feel free to contact us. Have a pleasant journey! Regards, XYZ Airlines",['Travel & Bookings'],0,"Confirmation of Your Flight Booking Dear John, We are pleased to confirm your flight booking from New York to Los Angeles on August 15th, 2022, at 10:00 AM. Your booking reference number is XY1234. Please make sure to arrive at the airport at least 2 hours before departure for check-in. If you have any questions or need further assistance, feel free to contact us. Have a pleasant journey! Regards, XYZ Airlines"
Important Update: Upcoming Changes to Billing,"Dear valued customer, We wanted to inform you about some upcoming changes to our billing system. Starting next month, we will be implementing a new payment processing platform to provide you with a more secure and efficient billing experience. Please make sure to update your payment information to avoid any service interruptions. If you have any questions or concerns, feel free to reach out to our customer support team. Thank you for your continued support. Sincerely, The Billing Team",['Finance & Bills'],0,"Important Update: Upcoming Changes to Billing Dear valued customer, We wanted to inform you about some upcoming changes to our billing system. Starting next month, we will be implementing a new payment processing platform to provide you with a more secure and efficient billing experience. Please make sure to update your payment information to avoid any service interruptions. If you have any questions or concerns, feel free to reach out to our customer support team. Thank you for your continued support. Sincerely, The Billing Team"
Reminder: Upcoming Payment Due,"Dear [Name], This is a friendly reminder that your monthly payment of $50 for your subscription service is due on the 15th of this month. Please make sure to process the payment to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Regards, [Company Name]",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear [Name], This is a friendly reminder that your monthly payment of $50 for your subscription service is due on the 15th of this month. Please make sure to process the payment to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Regards, [Company Name]"
Confirmation of Flight Reservation,"Dear [Name], This is to confirm your flight reservation for your upcoming trip from New York to London. Your flight is scheduled for June 15th at 9:00 AM. Please arrive at the airport at least 2 hours prior to departure for check-in. If you have any special meal requests or need assistance, feel free to contact us. We wish you a pleasant journey and look forward to serving you onboard. Safe travels! Best regards, The Airline Team",['Travel & Bookings'],0,"Confirmation of Flight Reservation Dear [Name], This is to confirm your flight reservation for your upcoming trip from New York to London. Your flight is scheduled for June 15th at 9:00 AM. Please arrive at the airport at least 2 hours prior to departure for check-in. If you have any special meal requests or need assistance, feel free to contact us. We wish you a pleasant journey and look forward to serving you onboard. Safe travels! Best regards, The Airline Team"
Confirmation of flight booking,"Dear Customer, We are pleased to inform you that your flight booking for the upcoming trip to Paris has been successfully confirmed. Please find the details of your itinerary attached to this email. Should you have any questions or require further assistance, feel free to reach out to our customer service team. We look forward to welcoming you on board. Safe travels!",['Travel & Bookings'],0,"Confirmation of flight booking Dear Customer, We are pleased to inform you that your flight booking for the upcoming trip to Paris has been successfully confirmed. Please find the details of your itinerary attached to this email. Should you have any questions or require further assistance, feel free to reach out to our customer service team. We look forward to welcoming you on board. Safe travels!"
Reminder: Payment Due Soon,"Dear Customer, This is a friendly reminder that your monthly bill payment is due soon. Please ensure that the payment is made before the due date to avoid any late fees or service interruptions. You can easily make the payment online through our secure portal or visit our nearest branch. Thank you for being a valued customer. Best regards, [Company Name] Billing Team",['Finance & Bills'],0,"Reminder: Payment Due Soon Dear Customer, This is a friendly reminder that your monthly bill payment is due soon. Please ensure that the payment is made before the due date to avoid any late fees or service interruptions. You can easily make the payment online through our secure portal or visit our nearest branch. Thank you for being a valued customer. Best regards, [Company Name] Billing Team"
Regarding Your Recent Job Application,"Dear [Applicant Name], Thank you for submitting your application for the [Job Title] position at our company. We are currently reviewing all applications and will be in touch with selected candidates for further steps in the coming weeks. We appreciate your interest in joining our team and look forward to potentially working with you. Best regards, [Company Name] HR Team",['Job Application'],1,"Regarding Your Recent Job Application Dear [Applicant Name], Thank you for submitting your application for the [Job Title] position at our company. We are currently reviewing all applications and will be in touch with selected candidates for further steps in the coming weeks. We appreciate your interest in joining our team and look forward to potentially working with you. Best regards, [Company Name] HR Team"
Reminder: Monthly Rent Payment Due Soon,"Dear Tenant, This is a friendly reminder that your monthly rent payment for your apartment at 123 Main Street is due on the 1st of next month. Please ensure that the payment is made on time to avoid any late fees. If you have any questions or concerns regarding the payment process, feel free to reach out to us. Thank you for your cooperation. Best regards, Property Management Team",['Finance & Bills'],0,"Reminder: Monthly Rent Payment Due Soon Dear Tenant, This is a friendly reminder that your monthly rent payment for your apartment at 123 Main Street is due on the 1st of next month. Please ensure that the payment is made on time to avoid any late fees. If you have any questions or concerns regarding the payment process, feel free to reach out to us. Thank you for your cooperation. Best regards, Property Management Team"
Important Update: Your upcoming flight details,"Dear valued customer, we would like to inform you that there has been a slight change in the departure time of your upcoming flight. Your flight to Paris will now depart at 10:30 AM instead of the original 9:00 AM. We apologize for any inconvenience this may cause and appreciate your understanding. Should you have any questions or require further assistance, please do not hesitate to contact us. Thank you for choosing our airline!",['Travel & Bookings'],0,"Important Update: Your upcoming flight details Dear valued customer, we would like to inform you that there has been a slight change in the departure time of your upcoming flight. Your flight to Paris will now depart at 10:30 AM instead of the original 9:00 AM. We apologize for any inconvenience this may cause and appreciate your understanding. Should you have any questions or require further assistance, please do not hesitate to contact us. Thank you for choosing our airline!"
Important Information Regarding Your Recent Purchase,"Dear Customer, Thank you for your recent purchase with our online store. We wanted to inform you that there has been a delay in processing your order due to high demand. Rest assured, our team is working diligently to fulfill your order as soon as possible. We appreciate your patience and understanding in this matter. If you have any questions or concerns, please do not hesitate to contact our customer support team. Thank you for choosing us for your shopping needs.",['Finance & Bills'],0,"Important Information Regarding Your Recent Purchase Dear Customer, Thank you for your recent purchase with our online store. We wanted to inform you that there has been a delay in processing your order due to high demand. Rest assured, our team is working diligently to fulfill your order as soon as possible. We appreciate your patience and understanding in this matter. If you have any questions or concerns, please do not hesitate to contact our customer support team. Thank you for choosing us for your shopping needs."
Upcoming Payment Reminder for Your Utility Bill,"Dear [Recipient Name], This is a friendly reminder that your utility bill payment is due in two days. Please ensure that the payment is processed on time to avoid any disruption in services. You can conveniently make the payment through our online portal or visit our nearest service center. Thank you for your prompt attention to this matter. Best regards, Utility Company",['Finance & Bills'],0,"Upcoming Payment Reminder for Your Utility Bill Dear [Recipient Name], This is a friendly reminder that your utility bill payment is due in two days. Please ensure that the payment is processed on time to avoid any disruption in services. You can conveniently make the payment through our online portal or visit our nearest service center. Thank you for your prompt attention to this matter. Best regards, Utility Company"
Important Update: Your upcoming flight details,"Dear [Recipient],

We wanted to inform you that there has been a slight change in your upcoming flight details. The departure time has been adjusted to accommodate air traffic conditions. Your new departure time is now scheduled for [new time]. We apologize for any inconvenience this may cause and appreciate your understanding. Should you have any questions or require further assistance, please do not hesitate to contact us. We look forward to welcoming you on board.

Best regards,
The Airline Team",['Travel & Bookings'],0,"Important Update: Your upcoming flight details Dear [Recipient],

We wanted to inform you that there has been a slight change in your upcoming flight details. The departure time has been adjusted to accommodate air traffic conditions. Your new departure time is now scheduled for [new time]. We apologize for any inconvenience this may cause and appreciate your understanding. Should you have any questions or require further assistance, please do not hesitate to contact us. We look forward to welcoming you on board.

Best regards,
The Airline Team"
Confirmation of Flight Booking,"Dear [Name],

We are pleased to inform you that your flight booking for the upcoming trip to Paris has been successfully confirmed. Your flight details are as follows: Departure: June 15th at 10:00 AM from JFK Airport, New York. Arrival: June 15th at 11:45 PM at Charles de Gaulle Airport, Paris. Please ensure to arrive at the airport at least 2 hours before departure for check-in procedures. If you have any questions or need assistance, feel free to contact us. We wish you a pleasant journey!

Best regards,
The Travel Agency Team",['Travel & Bookings'],0,"Confirmation of Flight Booking Dear [Name],

We are pleased to inform you that your flight booking for the upcoming trip to Paris has been successfully confirmed. Your flight details are as follows: Departure: June 15th at 10:00 AM from JFK Airport, New York. Arrival: June 15th at 11:45 PM at Charles de Gaulle Airport, Paris. Please ensure to arrive at the airport at least 2 hours before departure for check-in procedures. If you have any questions or need assistance, feel free to contact us. We wish you a pleasant journey!

Best regards,
The Travel Agency Team"
Payment Confirmation for Your Recent Order,"Dear Customer, We are writing to inform you that your payment for order #12345 has been successfully processed. Your items will be shipped within the next 24 hours. Thank you for shopping with us! If you have any questions or concerns, please feel free to contact our customer support team. Regards, The Store Team",['Finance & Bills'],0,"Payment Confirmation for Your Recent Order Dear Customer, We are writing to inform you that your payment for order #12345 has been successfully processed. Your items will be shipped within the next 24 hours. Thank you for shopping with us! If you have any questions or concerns, please feel free to contact our customer support team. Regards, The Store Team"
Reminder: Monthly Bill Payment Due Soon,"Dear valued customer, This is a friendly reminder that your monthly bill payment is due soon. Please ensure to make the payment by the due date to avoid any late fees or service interruptions. You can conveniently pay your bill online through our website or mobile app. Thank you for your prompt attention to this matter. Best regards, The Billing Team",['Finance & Bills'],0,"Reminder: Monthly Bill Payment Due Soon Dear valued customer, This is a friendly reminder that your monthly bill payment is due soon. Please ensure to make the payment by the due date to avoid any late fees or service interruptions. You can conveniently pay your bill online through our website or mobile app. Thank you for your prompt attention to this matter. Best regards, The Billing Team"
Reminder: Upcoming Payment Due,"Dear Customer, This is a friendly reminder that your payment for invoice #12345 in the amount of $100 is due on April 15th, 2022. Please ensure timely payment to avoid any late fees. Thank you for your continued business. Regards, Accounts Receivable Team",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear Customer, This is a friendly reminder that your payment for invoice #12345 in the amount of $100 is due on April 15th, 2022. Please ensure timely payment to avoid any late fees. Thank you for your continued business. Regards, Accounts Receivable Team"
Reminder: Upcoming Payment Due,"Dear Customer, This is a friendly reminder that your monthly payment of $50 for your subscription service is due on October 15th. Please ensure that your payment is processed on time to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Best regards, Accounts Receivable Team",['Finance & Bills'],0,"Reminder: Upcoming Payment Due Dear Customer, This is a friendly reminder that your monthly payment of $50 for your subscription service is due on October 15th. Please ensure that your payment is processed on time to avoid any disruptions to your service. Thank you for your prompt attention to this matter. Best regards, Accounts Receivable Team"
Upcoming Travel Plans,"Dear team, I wanted to inform you that I will be traveling for a conference next month. I will be out of the office from June 15th to June 18th. During this time, I will have limited access to emails. Please reach out to my colleague, Sarah, for any urgent matters. Thank you for your understanding. Best regards, Mark","['Personal', 'Travel & Bookings']",0,"Upcoming Travel Plans Dear team, I wanted to inform you that I will be traveling for a conference next month. I will be out of the office from June 15th to June 18th. During this time, I will have limited access to emails. Please reach out to my colleague, Sarah, for any urgent matters. Thank you for your understanding. Best regards, Mark"
